title,year,first_pg,last_pg,authors,schools,article_type,volume,issue,abstract,keywords,url,article_url_list_index
"Interdisciplinary engineering education: A review of vision, teaching, and support",2020,508,555,Antoine Van den Beemt***Miles MacLeod***Jan Van der Veen***Anne Van de Ven***Sophie van Baalen***Renate Klaassen***Mieke Boon,Eindhoven University of Technology Eindhoven The Netherlands***University of Twente Enschede The Netherlands***University of Twente Enschede The Netherlands***Eindhoven University of Technology Eindhoven The Netherlands***University of Twente Enschede The Netherlands***Delft University of Technology Delft The Netherlands***University of Twente Enschede The Netherlands,NA,109,3,"Societal challenges that call for a new type of engineer suggest the need for the implementation of interdisciplinary engineering education (IEE). The aim of IEE is to train engineering students to bring together expertise from different disciplines in a single context. This review synthesizes IEE research with a focus on characterizing vision, teaching practices, and support. We aim to show how IEE is conceptualized, implemented, and facilitated in higher engineering education at the levels of curricula and courses. This aim leads to two research questions: What aspects of vision, teaching, and support have emerged as topics of interest in empirical studies of IEE? What points of attention regarding vision, teaching, and support can be identified in empirical studies of IEE as supporting or challenging IEE? Scope/Method Ninety-nine studies published between 2005 and 2016 were included in a qualitative analysis across studies. The procedure included formulation of research questions, searching and screening of studies according to inclusion/exclusion criteria, description of study characteristics, appraisal, and synthesis of results. s Challenges exist for identifying clear learning goals and assessments for interdisciplinary education in engineering (vision). Most pedagogy for interdisciplinary learning is designed to promote collaborative teamwork requiring organization and team management. Our review suggests that developing interdisciplinary skills, knowledge, and values needs sound pedagogy and teaming experiences that provide students with authentic ways of engaging in interdisciplinary practice (teaching). Furthermore, there is a limited understanding of what resources hinder the development of engineering programs designed to support interdisciplinarity (support).",engineering curriculum***higher education***interdisciplinary***teaching and learning,https://onlinelibrary.wiley.com/doi/10.1002/jee.20347,1405
"Community cultural wealth in science, technology, engineering, and mathematics education: A systematic review",2020,556,580,Maya Denton***Maura Borrego***Audrey Boklage,Center for Engineering Education University of Texas at Austin Austin Texas USA***Center for Engineering Education University of Texas at Austin Austin Texas USA***Center for Engineering Education University of Texas at Austin Austin Texas USA,NA,109,3,"One emerging approach to diversity and inclusion in engineering is to take an assets-based view of what students from nondominant communities bring to their education and work experiences. /Hypothesis The purpose of this review is to understand how community cultural wealth (CCW), an assets-based framework, has been applied in science, technology, engineering, and mathematics (STEM) education research. We address research questions focused on (a) the characteristics of studies using CCW in STEM education, (b) examples of the six types of capital (aspirational, linguistic, familial, navigational, social, and resistant) in STEM educational settings, and (c) gaps and opportunities in how CCW is being applied in STEM education. We identified 33 dissertations, theses, journal articles, and conference papers using systematic review procedures. To qualify, each study must present empirical data and include at least one type of CCW capital in its results or discussion. We coded study characteristics, such as methods, participant populations, and research setting. We qualitatively analyzed each of the six types of CCW capital. Studies tended to focus on higher education settings, engineering, and qualitative methods, particularly student interviews. We identified several specific engineering-relevant examples of assets for each type of capital. Future work should collect data from faculty, staff, and family members identified in several studies as important to CCW in addition to foregrounding student voices. s In synthesizing existing studies, this review provides insight into how an assets-based framework is being interpreted and provides a foundation for more assets-based perspectives in future engineering education work.",critical theory***equity***first generation***race/ethnicity***systematic review,https://onlinelibrary.wiley.com/doi/10.1002/jee.20322,1406
Research literature on women of color in undergraduate engineering education: A systematic thematic synthesis,2020,581,615,Maria Ong***Nuria Jaumot-Pascual***Lily T. Ko,TERC Cambridge MA USA***TERC Cambridge MA USA***TERC Cambridge MA USA,NA,109,3,"To address social disparities and generate an innovative workforce, engineering higher education should provide learning environments that benefit students from all backgrounds. However, because engineering programs are not enrolling or retaining women of color at demographic parity, a better understanding of these students' experiences is needed to develop effective interventions. This study analyzes research on women of color in undergraduate engineering education to determine what influences their experiences, participation, and advancement. We identify challenges to and strategies for persistence and present recommendations for engineering institutions to create interventions that support women of color and mitigate institutional inequities. Scope/Method Using the snowballing method, we identified 65 empirical studies published between 1999 and 2015 that met the criteria for this review. These studies represented qualitative, mixed-methods, and quantitative methodologies from various fields. We conducted a systematic thematic synthesis, informed by frames of intersectionality, critical race theory, and community cultural wealth. s Women of color use navigational strategies to address the social pain of race and gender inequity in engineering education. Institutions should take responsibility for generating a sense of belonging for women of color and provide social and structural supports that increase self-efficacy, address social pain, and improve retention.",inclusivity***retention***systematic synthesis***undergraduate***women of color,https://onlinelibrary.wiley.com/doi/10.1002/jee.20345,1407
Cover Image,2020,NA,NA,na,na,NA,109,2,na,na,https://onlinelibrary.wiley.com/doi/10.1002/jee.20270,1408
Issue Information,2020,149,152,na,na,NA,109,2,na,na,https://onlinelibrary.wiley.com/doi/10.1002/jee.20269,1409
Thanks to Reviewers,2020,153,161,na,na,NA,109,2,na,na,https://onlinelibrary.wiley.com/doi/10.1002/jee.20315,1410
Welcome and Changes to the JEE Editorial Board,2020,162,163,Lisa Benson,Clemson University Clemson South Carolina,NA,109,2,na,na,https://onlinelibrary.wiley.com/doi/10.1002/jee.20321,1411
To cross the picket line or join it: Facing engineering education's role in the socioeconomic exploitation of marginalized peoples to further a discipline,2020,164,169,Justin C. Major,Engineering Education Purdue University West Lafayette Indiana,NA,109,2,na,na,https://onlinelibrary.wiley.com/doi/10.1002/jee.20313,1412
Toward computational apprenticeship: Bringing a constructivist agenda to computational pedagogy,2020,170,176,Hayden W. Fennell***Joseph A. Lyon***Aasakiran Madamanchi***Alejandra J. Magana,Computer and Information Technology Purdue University West Lafayette Indiana***Engineering Education Purdue University West Lafayette Indiana***Polytechnic Institute Purdue University West Lafayette Indiana***Computer and Information Technology Purdue University West Lafayette Indiana***Engineering Education Purdue University West Lafayette Indiana,NA,109,2,na,na,https://onlinelibrary.wiley.com/doi/10.1002/jee.20316,1413
STEM: A help or a hinderance in attracting more girls to engineering?,2020,177,193,Johanna K. Naukkarinen***Susanna Bairoh,School of Energy Systems LUT University Lappeenranta Finland***Academic Engineers and Architects in Finland TEK Helsinki Finland,NA,109,2,"Research on gender differences and practical initiatives to attract girls to engineering are often carried out at the macro level where science, technology, engineering, and mathematics are aggregated into an entity called STEM. /Hypothesis This article challenges the aggregated approach, analyzes gender differences among science and engineering applicants in Finland, and discusses the implications of the findings for engineering education and intervention initiatives. The data consist of the application choices of all applicants to Bachelor studies in Finland in 2016 (151,369 individuals), from which two groups were selected: persons whose first application choice was engineering/technology and persons whose first choice was natural sciences or mathematics. The application choices of these individuals (in total 9,104) are statistically described and analyzed. Engineering/technology (TECH) and natural sciences and mathematics (SCIMA) subjects are not perceived as alternative options by female applicants. Almost 60% of all female TECH applicants and more than 50% of the female SCIMA applicants apply only to their respective programs. Moreover, TECH applicants considering other options prefer other subjects to SCIMA and vice versa. s Encouraging more girls to study STEM is not a sufficient solution for attracting more women to engineering. Instead of or in addition to encouraging girls to study science and mathematics in K-12 education, it is necessary to open the black box of technology and help young people better understand what engineering is about.",gender diversity***higher education***identity***STEM,https://onlinelibrary.wiley.com/doi/10.1002/jee.20320,1414
Learning through making: The development of engineering discourse in an out-of-school maker club,2020,194,212,Lee Martin***Sagit Betser,School of Education University of California Davis California***School Community Partnerships Program Bay Area Discovery Museum Sausalito California,NA,109,2,"Learning to be an engineer means learning to participate in engineering discourse: the words, visuals, routines, and narratives through which engineers think and communicate. An important goal for engineering education is uncovering the processes by which young people take up and become fluent in engineering discourse, and how teachers and mentors can aid them in this process. Growing evidence suggests that participation in out-of-school maker activities—a class of informal design and build activities—holds promise to help youth gain interest and skill in engineering design. /Hypothesis This study investigates how youth learn engineering design through participation in a maker club. It is theoretically grounded in Sfard's (2008) commognition framework, an approach that views learning to be an engineer as learning to participate in engineering discourse. The study employed case study methods of interaction analysis of video-recorded observations. The analysis closely examines interactions to uncover the mechanisms of discourse development. Findings showed that a newcomer to the discourse could show substantive growth within a single work session. The analysis examined how the youth and a mentor collaborated within a hands-on learning environment to create opportunities for discourse development. Such growth is not inevitable as seen in an analysis of a missed opportunity. s This article shows that making can be a fruitful context for the development of engineering discourse, and it illustrates mechanisms through which that learning can occur, including explorative imitation of engineering discourse routines within hands-on learning environments. It shows that professional engineers can play an important role in youth learning.",communication***design***informal learning***making***mentoring,https://onlinelibrary.wiley.com/doi/10.1002/jee.20311,1415
Divergent thinking and academic performance of students with attention deficit hyperactivity disorder characteristics in engineering,2020,213,229,Christa L. Taylor***Arash Esmaili Zaghi***James C. Kaufman***Sally M. Reis***Joseph S. Renzulli,Yale Center for Emotional Intelligence Yale University New Haven Connecticut***Department of Civil and Environmental Engineering University of Connecticut Storrs Connecticut***Neag School of Education University of Connecticut Storrs Connecticut***Neag School of Education University of Connecticut Storrs Connecticut***Neag School of Education University of Connecticut Storrs Connecticut,NA,109,2,"Creativity is increasingly recognized as an important skill for success in the field of engineering, but most traditional, post-secondary engineering education programs do not reward creative efforts. Failing to recognize creativity or creative efforts can have particularly negative effects for those students with attention deficit hyperactivity disorder (ADHD), who may exhibit enhanced divergent thinking ability yet struggle in the traditional educational environment. /Hypothesis This study was conducted to investigate how ADHD characteristics, academic aptitude, and one important component of creativity (divergent thinking) contribute to academic performance in engineering programs and how traditional markers of academic performance and ADHD characteristics predict divergent thinking. Undergraduate engineering students (n = 60) completed measures of ADHD symptoms and divergent thinking. Scholastic Aptitude Test (SAT) scores and grade point average (GPA) were collected from university records, and hypotheses were tested using a series of multivariate regression models. Verbal SAT scores were the only positive predictor of overall GPA and engineering GPA. ADHD characteristics did not significantly predict overall GPA but negatively predicted engineering GPA. ADHD characteristics were the only positive predictor of divergent thinking ability. s ADHD characteristics negatively predict academic performance (i.e., GPA) in engineering programs but are more predictive of divergent thinking ability than traditional markers of academic performance.",achievement***ADHD***creativity***divergent thinking***inclusivity,https://onlinelibrary.wiley.com/doi/10.1002/jee.20310,1416
Person or thing oriented: A comparative study of individual differences of first-year engineering students and practitioners,2020,230,242,Diana N. Bairaktarova***Mary K. Pilotte,Department of Engineering Education Virginia Tech Blacksburg Virginia***Department of Engineering Education Purdue University West Lafayette Indiana,NA,109,2,"Engineering practice is meant to advance the human condition, yet curricula do not appear to fully promote the human-centered philosophy of engineering in implementation. The educational system may inadvertently signal to students that engineering is a career choice better suited for those preferring to work with things rather than people. This framing of the profession prompts questions regarding student interests when compared to those of practicing engineers and how such interests become concrete through education and introduction into the profession. /Hypothesis We compare engineering students' and practitioners' interest in working with people or things in their environment. We examine gender differences for each sample. Design/ Multiple analysis of variance was used to examine the samples of practicing engineers (n = 339) and first-year engineering students (n= 383). A multiple-group confirmatory factor analysis provides evidence of measurement invariance and justifies the use of the person–thing orientation (PO–TO) scale structure for both samples. Detailed PO values reveal that students' PO scores (n = 383, M = 3.313) are more than one and a half points lower than practicing engineer counterparts examined (n = 339, M = 4.836). However, no significant difference between practicing engineers and students was found for TO. Further, statistically significant differences in PO and TO were found between male and female participants within both samples, students and practicing engineers. s Differences detected in PO and TO across the samples suggest possible environmental factors influencing student perspectives of the engineering profession. This condition may inadvertently discourage more diverse students from pursuing engineering.",career choice***engineering practice***first year***professional identity***workplace culture,https://onlinelibrary.wiley.com/doi/10.1002/jee.20309,1417
Socio-technical thinking of students and practitioners in the context of humanitarian engineering,2020,243,261,Andrea Mazzurco***Scott Daniel,"Faculty of Science, Engineering and Technology Swinburne University of Technology Melbourne Victoria Australia***Faculty of Science, Engineering and Technology Swinburne University of Technology Melbourne Victoria Australia",NA,109,2,"Humanitarian engineering (HE) is rapidly emerging in universities and professional workplaces worldwide. In HE, socio-technical thinking is fundamental as HE projects exist at the intersection of engineering and sustainable community development. However, the literature still lacks an understanding of the key features of socio-technical thinking. /Hypothesis The purpose of this article is to investigate the key characteristics that distinguish the socio-technical thinking of an expert from a novice in the context of HE projects. We distributed the Energy Conversion Playground (ECP) design task to students starting their engineering degree (n = 26) and practitioners (n = 16). We iteratively and inductively analyzed the responses to develop a rubric characterizing the key features of expert socio-technical thinking. We then scored participants' responses and compared them to identify differences between students and practitioners. The analysis showed that expert socio-technical thinkers can provide high-quality considerations across three domains: technology, people, and broader context. The comparison of the participants' scores showed that both students and practitioners scored highly in the technology domain. In contrast, students scored poorly in the people and broader contexts domains, identifying only simplistic considerations in these non-technical areas, if at all. s This study provides novel insights into the development of socio-technical thinking and further validates the ECP as a trustworthy measure of socio-technical thinking. Implications for engineering educators and multiple lines of future research are also discussed.",assessment tools***expert-novice***human centered design***humanitarian engineering***socio-technical thinking,https://onlinelibrary.wiley.com/doi/10.1002/jee.20307,1418
Understanding ethical decision-making in design,2020,262,280,Danielle J. Corple***Carla B. Zoltowski***Megan Kenny Feister***Patrice M. Buzzanell,Department of Communication Wheaton College Wheaton Illinois***School of Electrical and Computer Engineering Purdue University West Lafayette Indiana***Department of Communication California State University Channel Islands Camarillo California***Department of Communication University of South Florida Tampa Florida,NA,109,2,"Little is known about how students engage in ethical decision-making, especially when designing in messy, real-life contexts. To prepare ethically competent engineers, educators need a richer understanding of students' ethical decision-making throughout the course of the design process. /Hypothesis This study examines students' intuitive ethical decision-making as it emerges throughout the design process as well as when and how students engage in ethical reflection. Outlining these processes enables educators to better structure and support students' ethical reasoning. We conducted 103 semi-structured interviews with students in a multidisciplinary service-learning program. To capture how ethical decision-making unfolded over time, we sampled 13 students who had participated for multiple semesters on the same projects. The resulting 30 interviews were transcribed, coded, and thematically analyzed. We then explicated when and how students appeared to grapple with the ethical principles of beneficence, nonmaleficence, autonomy, and justice. The findings trace which ethical principles emerged as salient in each phase of the design process as well as what conditions and activities stimulated students' reflection on their ethical decision-making. s Although certain phases of the design process appear to prompt consideration of specific principles, students' interactions with users and project partners appeared to stimulate the most reflection on their ethical decision-making. We discuss how educators can leverage these and other reflection triggers to better structure and support students' ethical reasoning as well as strategies for making intuitive processes more explicit.",design process***ethics***qualitative***reflection***reflexive principlism,https://onlinelibrary.wiley.com/doi/10.1002/jee.20312,1419
A systematic review of argumentation related to the engineering-designed world,2020,281,306,Amy Wilson-Lopez***Ashley R. Strong***Christina M. Hartman***Jared Garlick***Karen H. Washburn***Angela Minichiello***Sandra Weingart***Jorge Acosta-Feliz,"Utah State University, Old Main Hill Logan Utah***Utah State University, Old Main Hill Logan Utah***Utah State University, Old Main Hill Logan Utah***Utah State University, Old Main Hill Logan Utah***Utah State University, Old Main Hill Logan Utah***Utah State University, Old Main Hill Logan Utah***Utah State University, Old Main Hill Logan Utah***Utah State University, Old Main Hill Logan Utah",NA,109,2,"Across academic disciplines, researchers have found that argumentation-based pedagogies increase learners' achievement and engagement. Engineering educational researchers and teachers of engineering may benefit from knowledge regarding how argumentation related to engineering has been practiced and studied. /Hypothesis Drawing from terms and concepts used in national standards for K-12 education and accreditation requirements for undergraduate engineering education, this study was designed to identify how arguments and argumentation related to the engineering-designed world were operationalized in relevant literature. Specified search terms and inclusion criteria were used to identify 117 empirical studies related to engineering argumentation and educational research. A qualitative content analysis was used to identify trends across these studies. Findings Overall, engineering-related argumentation was associated with a variety of positive learner outcomes. Across many studies, arguments were operationalized in practice as statements regarding whether an existing technology should be adopted in a given context, usually with a limited number of supports (e.g., costs and ethics) provided for each claim. Relatively few studies mentioned empirical practices, such as tests. Most studies did not name the race/ethnicity of participants nor report engineering-specific outcomes. s Engineering educators in K-12 and undergraduate settings can create learning environments in which learners use a range of epistemic practices, including empirical practices, to support a range of claims. Researchers can study engineering-specific outcomes while specifying relevant demographics of their research participants.",argumentation***engineering education***systematic review,https://onlinelibrary.wiley.com/doi/10.1002/jee.20318,1420
Engineering students' learning during internships: Exploring the explanatory power of the job demands-control-support model,2020,307,324,Michael Goller***Christian Harteis***David Gijbels***Vincent Donche,"Department of Economics and Business Education University of Bamberg Bamberg Germany***Institute of Educational Science, Department of Educational Management and Research in Further Education University of Paderborn Paderborn Germany***Institute of Educational Science, Department of Educational Management and Research in Further Education University of Paderborn Paderborn Germany***Faculty of Social Sciences, Department of Training and Education, EduBROn Research Group University of Antwerp Antwerpen Belgium***Faculty of Social Sciences, Department of Training and Education, EduBROn Research Group University of Antwerp Antwerpen Belgium",NA,109,2,"Internships are highly relevant learning experiences for engineering students. However, such practice-based learning settings must be carefully designed to allow their learning potential to unfold. Exploring the job demands-control-support (JDCS) model, this study aimed to investigate how job demands, job control, and social support affect interns' use of different learning strategies. Method The study utilized data collected from a sample of engineering students (n = 118) who completed a required internship during their degree. The data were analyzed using a structural equation modeling approach including latent factors. Job demands were found to be a relevant and significant driver of students' shared regulation (e.g., asking for feedback), self-regulation (e.g., self-directed use of codified information), efforts to relate theory to practice (e.g., connecting workplace experience with theoretical knowledge), and the absence of avoidance of learning (e.g., lack of adaptation to work situations), but not of external regulation (e.g., asking for help to solve problems). Job control, however, was not found to be a positive or significant driver of student learning. Social support was found to be a relevant and significant predictor of external and shared regulation but not of the other learning activities. s This study provided mixed findings regarding key hypotheses central to the JDCS model, generating rather poor evidence supporting it. In fact, job demands, job control, and social support exhibited much less explanatory power than expected for engineering students' learning during internships.",internships***professional practice***self-regulated learning***informal learning,https://onlinelibrary.wiley.com/doi/10.1002/jee.20308,1421
"Master's and doctoral engineering students' interest in industry, academia, and government careers",2020,325,346,Nathan H. Choe***Maura Borrego,Department of Engineering Education The Ohio State University Columbus Ohio USA***Center for Engineering Education University of Texas at Austin Austin Texas USA,NA,109,2,"Graduate education literature tends to focus on faculty careers with little attention to industry careers. However, more than one-third of U.S. engineering doctorates enter industry. Our purpose is to understand engineering graduate students' interest in industry, academia, and government careers as it relates to their graduate engineering identities. A total of 249 engineering thesis master's and doctoral students completed a survey about their graduate engineering identities and career preferences. We created regression models to predict students' likelihood of pursuing careers in industry, academia, and government. Then, we used cluster analysis to understand the extent to which students are considering multiple options and used chi-squared and ANOVA tests to compare the clusters. In the regression model predicting an academic career, research recognition and research performance/competence were positive predictors and engineering performance/competence was a negative predictor. Regression models of industry and government described less than 10% of the variance. Four clusters emerged, which collectively demonstrate that engineering graduate students are considering careers in multiple sectors. Students with internships during graduate study were more likely to pursue industry careers. Master's students were underrepresented in the cluster with highest likelihood of an academic career. International students were keeping more options open than some domestic students. There were also differences by engineering discipline. s Engineering graduate students are considering multiple career sectors. Advisors and education researchers should focus not only on academic career preparation but also on industry and government career preparation, particularly on preparing for multiple options simultaneously.","career choice', ""master's students"", 'PhD students***regression***survey",https://onlinelibrary.wiley.com/doi/10.1002/jee.20317,1422
Cover Image,2020,NA,NA,na,na,NA,109,1,na,na,https://onlinelibrary.wiley.com/doi/10.1002/jee.20266,1423
Issue Information,2020,1,4,na,na,NA,109,1,na,na,https://onlinelibrary.wiley.com/doi/10.1002/jee.20265,1424
To infinity and beyond,2020,5,6,Lisa Benson,Department of Engineering and Science Education Clemson University Clemson South Carolina,NA,109,1,na,na,https://onlinelibrary.wiley.com/doi/10.1002/jee.20306,1425
Show up and disrupt,2020,7,10,Donna Riley***Ellen K. Foster***Jennifer Karlin,Purdue University West Lafayette Indiana***Purdue University West Lafayette Indiana***Minnesota State University Mankato,NA,109,1,na,na,https://onlinelibrary.wiley.com/doi/10.1002/jee.20305,1426
Empathy and engineering formation,2020,11,33,Joachim Walther***Michael A. Brewer***Nicola W. Sochacka***Shari E. Miller,University of Georgia Athens Georgia***University of Georgia Athens Georgia***University of Georgia Athens Georgia***University of Georgia Athens Georgia,NA,109,1,"The engineering education discourse increasingly recognizes the role of empathy in preparing students for 21st century challenges. This pedagogical and theoretical interest is not supported by an empirical understanding of the role empathy plays in students' professional formation. This study investigated how undergraduate engineering students made sense of empathy during a series of empathic communication modules as part of a mechanical engineering design course. Post-module reflections from 146 students were collected in two iterations of the course. The data were qualitatively analyzed using social phenomenology to focus on participants' meaning making in the context of their overall experiences. A model of empathy as interrelated skills, orientations, and ways of being theoretically framed the data gathering and analysis. Findings Three analytic categories structured the significant variation in students' meaning making. (a) Relationships with Others captured students' understandings of the relationship with and role of others along the three dimensions of Distance, Difference, and Power. (b) The Act of Learning identified varying degrees of resonance or disconnect between students' expectations of engineering learning and the forms of learning encountered in the modules. (c) Empathy as a Conceptual Object described the variation of students' own understandings of the nature and function of empathy in the context of their engineering learning. s The experiential significance of engaging with empathy makes visible and pedagogically accessible students' value orientations that frame their relationships toward others and their self-understanding as engineers, thus providing potential new avenues for research and education to engage less tangible facets of engineering formation.",emotional learning***empathy***engineering culture***identity***phenomenology,https://onlinelibrary.wiley.com/doi/10.1002/jee.20301,1427
"Comparing students' engineering and science aspirations from age 10 to 16: Investigating the role of gender, ethnicity, cultural capital, and attitudinal factors",2020,34,51,Julie Moote***Louise Archer***Jenifer DeWitt***Emily MacLeod,"University College London, Institute of Education London UK***University College London, Institute of Education London UK***University College London, Institute of Education London UK***University College London, Institute of Education London UK",NA,109,1,"Women (along with minority ethnic and low-income communities) remain underrepresented in engineering, despite a 30-year history of research and equality legislation. Compared with the United States and other European Union countries, this underrepresentation is particularly pronounced in the United Kingdom. While existing literature gives insights into factors shaping retention and progression in university engineering students, comparatively less is known about the development of primary and secondary school students' engineering aspirations. This paper contrasts science and engineering analyses to explore how relationships between background and attitudinal factors and aspirations change across primary and secondary schools. We examine the relative influence of gender on aspirations in both science and engineering. We drew on survey data from more than 20,000 English students from the ASPIRES projects. A multilevel regression approach is implemented to test for the effects of gender, ethnicity, and cultural capital on science and engineering aspirations. Gender is the main factor related to engineering aspirations, while science aspirations are influenced by a broader range of factors. School-level factors become increasingly important for engineering aspirations. We also report evidence of the early distinctiveness of young women who aspire to engineering in terms of their relatively high self-concept and motivations. s The association of engineering with masculinity is evident in aspirations from age 10, and students aspiring to engineering are distinctive in several respects. Efforts aimed at improving participation in engineering might more usefully focus on challenging the elitist culture and practices, which may influence student perceptions, rather than focusing on changing student aspirations directly.",aspirations***engineering***gender***science,https://onlinelibrary.wiley.com/doi/10.1002/jee.20302,1428
An examination of Black women's experiences in undergraduate engineering on a primarily white campus: Considering institutional strategies for change,2020,52,71,Emily Blosser,"Department of Sociology, Anthropology, and Child and Family Studies University of Louisiana at Lafayette Lafayette Louisiana",NA,109,1,"Black women are underrepresented in engineering and face barriers as a result of their race and gender. While existing research often focuses on strategies Black women can adopt to become successful engineers, this study asks how engineering institutions might change to better accommodate Black women. The specific purpose of this study is to explore the following questions: (a) How does the educational environment in engineering marginalize Black women in ways that are beyond their control? (b) How can institutions transform their policies and practices to improve Black women's experiences and participation in engineering? I conducted interviews with 12 Black women studying engineering at one university. Informed by critical race theory and sociological theories of race, a constructivist grounded theoretical approach was used to identify and refine common themes across interviews. The findings explore the ways Black women describe their marginalization. Common themes include an acute sense of isolation, grappling with hypervisibility, difficulties forming study groups, and regular exposure to microaggressions. s By drawing attention directly to Black women's stories and experiences, this study offers ways to begin thinking about how institutions can adopt policies to recruit and retain more Black women in engineering. Strategies discussed include promoting new messages of inclusivity in engineering, supporting and creating “counterspaces,” and encouraging engineering educators to create student study groups and recognize microaggressions.",black women***critical race theory***gender***intersectionality***race***student diversity,https://onlinelibrary.wiley.com/doi/10.1002/jee.20304,1429
"Design thinking among first-year and senior engineering students: A cross-sectional, national study measuring perceived ability",2020,72,87,Emma Coleman***Tripp Shealy***Jacob Grohs***Allison Godwin,"Charles Edward Via, Jr. Department of Civil and Environmental Engineering Virginia Tech Blacksburg Virginia***Charles Edward Via, Jr. Department of Civil and Environmental Engineering Virginia Tech Blacksburg Virginia***Department of Engineering Education Virginia Tech Blacksburg Virginia***School of Engineering Education Purdue University West Lafayette Indiana",NA,109,1,"Prior researchers developed an instrument to measure perceived design thinking ability of first-year students interested in engineering, and they validated the instrument through exploratory factor analysis. /Hypothesis Our study uses the previously developed instrument to evaluate perceived design thinking ability of senior engineering students. We make a cross-sectional comparison of this measure on a national scale. We surveyed a national sample of senior engineering students in 2018 and conducted a cross-sectional comparison with results from a 2012 national sample of first-year students who were interested in declaring an engineering major. Two-way analysis of variance tests compared average design thinking scores across sample groups. Confirmatory factor analysis was conducted to improve the design thinking instrument. First-year students who intended to declare an engineering major score significantly higher (2.80) on the design thinking scale than senior engineering students (2.59) with a medium effect size of 0.4. The senior engineering sample performs significantly worse on the feedback seeking and experimentalism instrument items, but significantly better on the integrative thinking and collaboration items. We found no significant differences in perceived design thinking ability among engineering disciplines among senior students. s Feedback seeking and experimentalism are traits that engineering educators should develop in their students to improve perceived design thinking ability. Incorporation of user-centered design and divergent thinking in the engineering classroom are recommended as avenues to foster feedback seeking and experimentalism. We also offer recommendations to improve the design thinking instrument for future research.",cross-sectional study***design thinking***national sample***quantitative***survey,https://onlinelibrary.wiley.com/doi/10.1002/jee.20298,1430
Tensions in the productivity of design task tinkering,2020,88,106,Gina M. Quan***Ayush Gupta,"Department of Physics and Astronomy San José State University San Jose California***Department of Physics University of Maryland, College Park College Park Maryland",NA,109,1,"Tinkering, an ad hoc approach to solving a problem, involves manipulating objects to characterize and build knowledge about a particular system in an exploratory way, often with the goal of getting some product/idea to produce desired behavior. Tinkering contrasts more deliberate activity toward understanding how a phenomenon works. Some researchers have argued that tinkering is an unproductive engineering design practice because it does not always lead to progress in design and/or conceptual learning while others have argued for tinkering as a productive design practice. We speak to this disagreement regarding the productivity of tinkering for novice designers by closely analyzing tinkering episodes. We present a microgenetic account of two tinkering episodes to contribute to a more refined understanding of what tinkering is. The research setting is in a summer camp for high school girls using a design-based Arduino component. Our analyses demonstrate that tinkering is neither universally productive nor unproductive in engineering design; we show that tinkering can help participants make progress toward some instructional goals such as supporting the engagement of students in some engineering design practices. We also show that tinkering can hinder progress toward other goals such as developing a robust solution to a design problem. s We argue for a more nuanced understanding of productivity (of tinkering and other design practices), which is local and defined with respect to specific goals and actors.",design practice***discourse analysis***informal learning***tinkering,https://onlinelibrary.wiley.com/doi/10.1002/jee.20303,1431
Engineering political fluency: Identifying tensions in the political identity development of engineering majors,2020,107,124,Demetri L. Morgan***Kendrick B. Davis***Norma López,Loyola University Chicago Chicago Illinois***The Campaign for College Opportunity Los Angeles California***Loyola University Chicago Chicago Illinois,NA,109,1,"Engineering can play a significant role in the public good. Changing political dynamics and a surge in activism among the broader science community have only heightened this reality. Yet little published research exists about how engineering students develop both their technical and political identities to affect the broader society. This study sought to extend and complicate notions of engineering education that grapple with the political preparation of undergraduate students. The research question was the following: In what ways do students majoring in engineering navigate the process of acquiring an attitude of political fluency? Design Case study methodology informed the research design with undergraduate engineering majors serving as the primary unit of analysis. Focus groups involving a total of 20 students and a review of electronic documents were conducted across three institutions in the Northeastern U.S. to produce data for this qualitative study. Engineering students described experiencing the following tensions that shaped their political involvement: (a) limited exposure to politically motivating events, (b) privileging private gains while noting aspirational contributions to the public good, and (c) politics positioned at the periphery of engineering. s Consistent with increased attention to social justice and civic engagement outcomes, political engagement is a critical educational outcome for engineering educators to cultivate. However, if engineering programs are to contribute to the political identity formation of their students, structural changes in the preparation of engineering students will be necessary.",engineering standards***focus groups***identity***political engagement***social responsibility,https://onlinelibrary.wiley.com/doi/10.1002/jee.20300,1432
Analysis of social media forums to elicit narratives of graduate engineering student attrition,2020,125,147,Catherine G. P. Berdanier***Carey Whitehair***Adam Kirn***Derrick Satterfield,Department of Mechanical Engineering The Pennsylvania State University University Park Pennsylvania***North American Lighting Farmington Hills Michigan***University of Nevada Reno Nevada***University of Nevada Reno Nevada,NA,109,1,"Graduate engineering student attrition is prevalent, but most literature that studies graduate attrition is accomplished in disciplines outside of STEM or engineering, yielding an incomplete understanding of either attrition or persistence. /Hypothesis The purpose of this article is to investigate the relationships between motivators of attrition for engineering graduate students. Data were collected using an online Web-scraping “bot” that mines data from the online forum Reddit. The anonymous textual forum threads collected were qualitatively analyzed through open-coding methods. The emergent themes reveal the interconnectedness between the roles of the advisor, student perception of cost, their support network, goals, their perceptions of how others perceive them, and quality of life and work. Our model is flexible in that it illuminates underlying combinations of factors that can influence student attrition. This study provides a framework by which various stakeholders can approach the support and education of graduate students, including mentoring students both toward or away from graduate school per the student's goals.",advising***attrition***engineering pathways***graduate education***mental health,https://onlinelibrary.wiley.com/doi/10.1002/jee.20299,1433
